,MAL_ID,Name,Score,Genres,English name,Japanese name,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Score-10,Score-9,Score-8,Score-7,Score-6,Score-5,Score-4,Score-3,Score-2,Score-1,SequelName,HasSequel,isManga,4-koma manga,Book,Card game,Digital manga,Game,Light novel,Manga,Music,Novel,Original,Other,Picture book,Radio,Unknown,Visual novel,Web manga
4,8,Bouken Ou Beet,700,"Adventure, Fantasy, Shounen, Supernatural",Beet the Vandel Buster,冒険王ビィト,TV,52,"Sep 30, 2004 to Sep 29, 2005",Fall 2004,"TV Tokyo, Dentsu",Unknown,Toei Animation,Manga,23 min. per ep.,PG - Children,3710,4369,13224,18,642,7314,766,1108,3394,312.0,529.0,1242.0,1713.0,1068.0,634.0,265.0,83.0,50.0,27.0,Bouken Ou Beet Excellion,Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6,16,Hachimitsu to Clover,900,"Comedy, Drama, Josei, Romance, Slice of Life",Honey and Clover,ハチミツとクローバー,TV,24,"Apr 15, 2005 to Sep 27, 2005",Spring 2005,"Genco, Fuji TV, Shueisha","VIZ Media, Discotek Media",J.C.Staff,Manga,23 min. per ep.,PG-13 - Teens 13 or older,468,687,214499,4101,11909,81145,11901,11026,98518,11829.0,16309.0,20008.0,13062.0,5574.0,3148.0,1339.0,484.0,278.0,321.0,Hachimitsu to Clover II,Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10,20,Naruto,800,"Action, Adventure, Comedy, Super Power, Martial Arts, Shounen",Naruto,ナルト,TV,220,"Oct 3, 2002 to Feb 8, 2007",Fall 2002,"TV Tokyo, Aniplex, Shueisha",VIZ Media,Studio Pierrot,Manga,23 min. per ep.,PG-13 - Teens 13 or older,660,8,1830540,65586,137167,1462223,61734,99806,69610,216866.0,234481.0,345563.0,286175.0,108155.0,46886.0,15477.0,6098.0,3582.0,5310.0,Naruto: Shippuuden,Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12,22,Tennis no Ouji-sama,800,"Action, Comedy, Sports, School, Shounen",The Prince of Tennis,テニスの王子様,TV,178,"Oct 10, 2001 to Mar 23, 2005",Fall 2001,"Production I.G, Nihon Ad Systems",VIZ Media,Trans Arts,Manga,22 min. per ep.,PG-13 - Teens 13 or older,675,1039,141832,3124,11235,76881,12905,12516,28295,9576.0,12719.0,19791.0,16284.0,6624.0,3086.0,1071.0,443.0,210.0,225.0,Shin Tennis no Ouji-sama,Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14,24,School Rumble,800,"Comedy, Romance, School, Shounen",School Rumble,スクールランブル,TV,26,"Oct 5, 2004 to Mar 29, 2005",Fall 2004,"TV Tokyo, Sotsu, Marvelous, Starchild Records, Media Factory, DAX Production, Studio Jack",Funimation,Studio Comet,Manga,23 min. per ep.,PG-13 - Teens 13 or older,625,514,275464,5137,12277,157789,12856,13491,79051,17907.0,27623.0,38112.0,27327.0,11034.0,5396.0,1897.0,780.0,441.0,405.0,School Rumble Ni Gakki,Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
34,53,Ai Yori Aoshi,800,"Harem, Slice of Life, Comedy, Drama, Romance",Ai Yori Aoshi,藍より青し,TV,24,"Apr 11, 2002 to Sep 26, 2002",Spring 2002,"Movic, Fuji TV, Pioneer LDC, Cosmic Ray","Funimation, Geneon Entertainment USA",J.C.Staff,Manga,23 min. per ep.,PG-13 - Teens 13 or older,3012,1465,94793,458,4111,60075,4160,5814,20633,3124.0,5402.0,10587.0,13835.0,8066.0,4414.0,1627.0,609.0,287.0,206.0,Ai Yori Aoshi: Enishi,Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
37,56,Avenger,600,"Adventure, Fantasy, Sci-Fi, Shounen",Unknown,アヴェンジャー,TV,13,"Oct 2, 2003 to Dec 25, 2003",Fall 2003,Production I.G,Bandai Entertainment,"Bee Train, Xebec",Original,24 min. per ep.,R - 17+ (violence & profanity),8501,4073,15779,21,617,7906,712,1255,5289,166.0,259.0,699.0,1335.0,1371.0,1135.0,698.0,343.0,222.0,133.0,Marvel Disk Wars: The Avengers,Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
45,64,Rozen Maiden,800,"Action, Comedy, Drama, Magic, Seinen",Rozen Maiden,ローゼンメイデン,TV,12,"Oct 8, 2004 to Dec 24, 2004",Fall 2004,"Mellow Head, Pony Canyon, TBS, Memory-Tech, Studio Jack","Sentai Filmworks, Geneon Entertainment USA",Nomad,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1782,846,176775,2074,5599,113914,6040,7852,43370,7868.0,12729.0,23021.0,23961.0,11535.0,5531.0,2028.0,737.0,387.0,292.0,Rozen Maiden: Träumend,Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
56,76,Mahou Shoujo Lyrical Nanoha,800,"Action, Comedy, Drama, Magic, Super Power",Magical Girl Lyrical Nanoha,魔法少女リリカルなのは,TV,13,"Oct 3, 2004 to Dec 26, 2004",Fall 2004,"Starchild Records, Omnibus Japan",Geneon Entertainment USA,Seven Arcs,Original,25 min. per ep.,PG-13 - Teens 13 or older,1828,1550,88890,1036,3287,47731,2865,2625,32382,3193.0,5032.0,9945.0,10737.0,4999.0,2363.0,736.0,276.0,140.0,112.0,Mahou Shoujo Lyrical Nanoha A's,Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
58,79,Shuffle!,800,"Harem, Comedy, Drama, Magic, Romance, Ecchi, Fantasy, School, Seinen",Shuffle!,SHUFFLE! (シャッフル!),TV,24,"Jul 8, 2005 to Jan 6, 2006",Summer 2005,"Xebec, Lantis, Memory-Tech",Funimation,Asread,Visual novel,23 min. per ep.,R+ - Mild Nudity,3231,600,240751,1572,10943,151944,9558,13227,55079,8852.0,14660.0,26443.0,32343.0,18951.0,10530.0,5019.0,2184.0,1323.0,1088.0,Shuffle! Memories,Sequel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
59,80,Mobile Suit Gundam,800,"Action, Military, Sci-Fi, Space, Mecha",Mobile Suit Gundam,機動戦士ガンダム,TV,43,"Apr 7, 1979 to Jan 26, 1980",Spring 1979,"Sotsu, Nagoya Broadcasting Network","Nozomi Entertainment, Bandai Entertainment",Sunrise,Original,25 min. per ep.,PG-13 - Teens 13 or older,867,1427,97216,1787,7737,52669,5473,3100,28237,5395.0,7488.0,12922.0,11417.0,4169.0,1598.0,505.0,179.0,59.0,104.0,Mobile Suit Gundam ZZ,Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
76,97,Last Exile,800,"Action, Sci-Fi, Adventure",Last Exile,LAST EXILE（ラストエグザイル）,TV,26,"Apr 8, 2003 to Sep 30, 2003",Spring 2003,"GDH, Victor Entertainment, TV Tokyo Music","Funimation, Geneon Entertainment USA",Gonzo,Original,24 min. per ep.,PG-13 - Teens 13 or older,795,995,149528,1848,5943,77235,6541,5038,54771,7078.0,12558.0,20122.0,14844.0,5886.0,2579.0,825.0,286.0,140.0,109.0,Last Exile: Ginyoku no Fam,Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
89,110,Chuuka Ichiban!,800,"Action, Comedy, Drama, Shounen",Unknown,中華一番,TV,52,"Apr 27, 1997 to Sep 13, 1998",Spring 1997,Unknown,Unknown,Nippon Animation,Manga,23 min. per ep.,PG-13 - Teens 13 or older,1195,4086,15608,107,990,8203,837,817,4761,653.0,1051.0,1978.0,1930.0,768.0,313.0,85.0,29.0,12.0,26.0,Shin Chuuka Ichiban!,Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
109,130,Saiyuuki Reload,800,"Action, Adventure, Comedy, Demons, Drama, Josei, Supernatural",Saiyuki Reload,最遊記RELOAD,TV,25,"Oct 2, 2003 to Mar 25, 2004",Fall 2003,Unknown,Geneon Entertainment USA,Studio Pierrot,Manga,23 min. per ep.,PG-13 - Teens 13 or older,1858,3071,28277,116,1224,15616,1186,1189,9062,991.0,1565.0,3008.0,3394.0,1533.0,687.0,239.0,91.0,41.0,44.0,Saiyuuki Reload Gunlock,Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
113,134,Gunslinger Girl,800,"Action, Psychological, Military, Drama, Sci-Fi",Gunslinger Girl,ガンスリンガー・ガール,TV,13,"Oct 9, 2003 to Feb 19, 2004",Fall 2003,"Marvelous, Fuji TV",Funimation,Madhouse,Manga,24 min. per ep.,R - 17+ (violence & profanity),1821,920,161010,1140,6742,82948,7728,8160,55432,5251.0,9781.0,18687.0,18770.0,9310.0,4497.0,1770.0,641.0,294.0,273.0,Gunslinger Girl: Il Teatrino,Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
135,157,Mahou Sensei Negima!,700,"Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Shounen, Super Power, Supernatural",Negima!,魔法先生 ネギま！,TV,26,"Jan 6, 2005 to Jun 30, 2005",Winter 2005,Starchild Records,"Funimation, Sentai Filmworks",Xebec,Manga,23 min. per ep.,PG-13 - Teens 13 or older,3708,1208,121120,601,5607,74264,5159,7468,28622,3438.0,5581.0,11739.0,16816.0,10244.0,5568.0,2566.0,981.0,524.0,346.0,UQ Holder!: Mahou Sensei Negima! 2,Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
136,158,Maria-sama ga Miteru,800,"Slice of Life, Drama, Romance, Shoujo, Shoujo Ai",Maria Watches Over Us,マリア様がみてる,TV,13,"Jan 8, 2004 to Apr 1, 2004",Winter 2004,"Rondo Robe, TV Tokyo Music","Nozomi Entertainment, Maiden Japan",Studio Deen,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,2178,2170,53511,663,2234,22274,1941,2716,24346,1570.0,2405.0,4446.0,4901.0,2611.0,1342.0,521.0,234.0,105.0,142.0,Maria-sama ga Miteru: Haru,Sequel,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
154,177,Tsubasa Chronicle,800,"Action, Adventure, Fantasy, Magic, Romance, Supernatural, Shounen",Tsubasa RESERVoir CHRoNiCLE,ツバサ・クロニクル,TV,26,"Apr 9, 2005 to Oct 15, 2005",Spring 2005,"NHK, Kodansha",Funimation,Bee Train,Manga,25 min. per ep.,PG-13 - Teens 13 or older,1437,759,195978,2284,9373,106909,11295,11986,56415,9325.0,13441.0,22827.0,22477.0,10508.0,5296.0,2054.0,818.0,338.0,272.0,Tsubasa Chronicle 2nd Season,Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
157,180,Vandread,800,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space",Vandread,ヴァンドレッド,TV,13,"Oct 3, 2000 to Dec 19, 2000",Fall 2000,"GDH, Dentsu, Media Factory","Funimation, Geneon Entertainment USA",Gonzo,Original,22 min. per ep.,PG-13 - Teens 13 or older,2723,1771,73554,436,2047,53218,1823,2410,14056,2434.0,4688.0,9516.0,12448.0,6101.0,2829.0,1032.0,427.0,236.0,132.0,Vandread: The Second Stage,Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
200,223,Dragon Ball,800,"Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",Dragon Ball,ドラゴンボール,TV,153,"Feb 26, 1986 to Apr 12, 1989",Winter 1986,Fuji TV,Funimation,Toei Animation,Manga,24 min. per ep.,PG-13 - Teens 13 or older,535,120,735546,13454,37544,600337,27310,23902,46453,88245.0,89656.0,134427.0,108758.0,39962.0,14806.0,3942.0,1392.0,834.0,1204.0,Dragon Ball GT,Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
204,228,Jigoku Shoujo,800,"Mystery, Horror, Psychological, Supernatural",Hell Girl,地獄少女,TV,26,"Oct 5, 2005 to Apr 5, 2006",Fall 2005,"Aniplex, SKY Perfect Well Think",Funimation,Studio Deen,Original,25 min. per ep.,R - 17+ (violence & profanity),1158,490,286869,3283,18697,128781,18487,17659,103245,12770.0,18579.0,31006.0,28324.0,13007.0,6219.0,2436.0,949.0,470.0,301.0,Jigoku Shoujo Futakomori,Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
208,232,Cardcaptor Sakura,900,"Adventure, Comedy, Drama, Magic, Romance, Fantasy, School, Shoujo",Cardcaptor Sakura,カードキャプターさくら,TV,70,"Apr 7, 1998 to Mar 21, 2000",Spring 1998,"NHK, Kodansha, Sogo Vision, YTV","Nelvana, NIS America, Inc., Geneon Entertainment USA",Madhouse,Manga,25 min. per ep.,PG - Children,346,405,338021,12901,23012,214053,20936,14348,65672,34575.0,38128.0,48217.0,35300.0,13099.0,5113.0,1226.0,454.0,223.0,442.0,Cardcaptor Sakura: Clear Card-hen,Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
216,240,Genshiken,800,"Slice of Life, Comedy, Parody",Genshiken,げんしけん,TV,12,"Oct 10, 2004 to Dec 26, 2004",Fall 2004,"Genco, Lantis, Kids Station, Toshiba Entertainment",Media Blasters,Palm Studio,Manga,25 min. per ep.,PG-13 - Teens 13 or older,1136,976,150618,1330,5448,78639,4887,4546,57098,4848.0,11090.0,20448.0,16986.0,6345.0,2584.0,815.0,291.0,187.0,161.0,Genshiken 2,Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
225,249,InuYasha,800,"Action, Adventure, Comedy, Historical, Demons, Supernatural, Magic, Romance, Fantasy, Shounen",InuYasha,犬夜叉,TV,167,"Oct 16, 2000 to Sep 13, 2004",Fall 2000,"Yomiuri Telecasting, Shogakukan",VIZ Media,Sunrise,Manga,24 min. per ep.,PG-13 - Teens 13 or older,740,187,588434,17186,58693,317986,54480,47273,110002,48201.0,51683.0,79233.0,71630.0,29876.0,14032.0,4881.0,1804.0,906.0,776.0,InuYasha: Kanketsu-hen,Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
233,257,Ikkitousen,700,"Ecchi, Super Power, Martial Arts, School",Ikki Tousen,一騎当千,TV,13,"Jul 30, 2003 to Oct 22, 2003",Summer 2003,"Genco, Cosmic Ray, Eye Move, Bushiroad","Funimation, Geneon Entertainment USA",J.C.Staff,Manga,24 min. per ep.,R+ - Mild Nudity,6153,1118,131435,439,5981,78151,4465,8534,34304,2798.0,4216.0,9084.0,15910.0,12945.0,7823.0,4334.0,2240.0,1307.0,920.0,Ikkitousen: Dragon Destiny,Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
239,263,Hajime no Ippo,900,"Comedy, Sports, Drama, Shounen",Fighting Spirit,はじめの一歩 THE FIGHTING!,TV,75,"Oct 4, 2000 to Mar 27, 2002",Fall 2000,VAP,"Discotek Media, Geneon Entertainment USA",Madhouse,Manga,23 min. per ep.,PG-13 - Teens 13 or older,32,345,383603,15543,30922,221671,19458,9660,101892,55801.0,62613.0,47851.0,19316.0,4981.0,1823.0,544.0,218.0,147.0,651.0,Hajime no Ippo: New Challenger,Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
264,288,Bakuten Shoot Beyblade,700,"Action, Sci-Fi, Adventure, Comedy, Sports, Shounen",Beyblade,爆転シュート　ベイブレード,TV,51,"Jan 8, 2001 to Dec 24, 2001",Winter 2001,"d-rights, Heewon Entertainment","Nelvana, Discotek Media",Madhouse,Manga,23 min. per ep.,PG - Children,4754,1565,87412,358,1794,74476,1796,4413,4933,3532.0,4279.0,9037.0,15837.0,12165.0,7272.0,2574.0,1152.0,554.0,325.0,Bakuten Shoot Beyblade G Revolution,Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
269,293,Di Gi Charat,700,"Comedy, Fantasy, Sci-Fi",Unknown,デ・ジ･キャラット,TV,16,"Nov 30, 1999 to Dec 24, 1999",Fall 1999,Broccoli,"Sentai Filmworks, Synch-Point",Madhouse,Original,4 min. per ep.,G - All Ages,4758,3895,17527,108,541,10719,624,1124,4519,477.0,643.0,1328.0,2232.0,1646.0,1038.0,387.0,177.0,104.0,74.0,Panyo Panyo Di Gi Charat,Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
270,294,Divergence Eve,600,"Adventure, Comedy, Drama, Mecha, Military, Sci-Fi, Space",Unknown,ダイバージェンス・イヴ,TV,13,"Jul 2, 2003 to Sep 24, 2003",Summer 2003,"Media Factory, Imagica, KlockWorx","ADV Films, Sentai Filmworks",Radix,Original,24 min. per ep.,R+ - Mild Nudity,8440,4777,10680,7,466,4668,457,857,4232,123.0,134.0,368.0,788.0,831.0,572.0,383.0,235.0,154.0,116.0,Divergence Eve 2: Misaki Chronicles,Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
278,302,Mirai Shounen Conan,900,"Adventure, Drama, Sci-Fi",Future Boy Conan,未来少年コナン,TV,26,"Apr 4, 1978 to Oct 31, 1978",Spring 1978,Unknown,Unknown,Nippon Animation,Novel,29 min. per ep.,PG-13 - Teens 13 or older,428,2707,35832,450,1576,15262,1183,754,17057,2403.0,2623.0,3487.0,2417.0,901.0,361.0,110.0,56.0,34.0,41.0,Mirai Shounen Conan 2: Taiga Daibouken,Sequel,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
287,311,Ace wo Nerae!,800,"Sports, Drama, Romance, School, Shoujo",Unknown,エースをねらえ!,TV,26,"Oct 5, 1973 to Mar 29, 1974",Fall 1973,Mainichi Broadcasting System,Unknown,"Madhouse, Tokyo Movie Shinsha",Manga,24 min. per ep.,PG-13 - Teens 13 or older,3550,5100,9056,57,461,2744,446,413,4992,122.0,212.0,519.0,723.0,371.0,207.0,79.0,29.0,22.0,22.0,Shin Ace wo Nerae!,Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
307,331,Mahoujin Guruguru,800,"Adventure, Comedy, Magic, Fantasy, Shounen",Magical Circle Guru Guru,魔法陣グルグル,TV,45,"Oct 13, 1994 to Sep 14, 1995",Fall 1994,"Dentsu, Asahi Broadcasting",Unknown,Nippon Animation,Manga,23 min. per ep.,G - All Ages,1256,5148,8821,66,542,3374,588,552,3765,325.0,415.0,805.0,806.0,327.0,127.0,34.0,12.0,12.0,14.0,Dokidoki♡Densetsu: Mahoujin Guruguru,Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
312,336,Ginyuu Mokushiroku Meine Liebe,700,"Fantasy, Shoujo",Unknown,吟遊黙示録 マイネリーベ,TV,13,"Nov 4, 2004 to Feb 3, 2005",Fall 2004,Rondo Robe,Unknown,Bee Train,Visual novel,24 min. per ep.,PG-13 - Teens 13 or older,6117,4629,11611,34,505,4246,617,936,5307,150.0,239.0,533.0,956.0,817.0,586.0,245.0,100.0,72.0,51.0,Ginyuu Mokushiroku Meine Liebe Wieder,Sequel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
326,350,Ojamajo Doremi,800,"Comedy, Magic",Magical DoReMi,おジャ魔女どれみ,TV,51,"Feb 7, 1999 to Jan 30, 2000",Winter 1999,Asahi Broadcasting,4Kids Entertainment,Toei Animation,Original,24 min. per ep.,G - All Ages,2738,2562,39689,491,2031,24758,2011,2175,8714,1659.0,1991.0,3796.0,5293.0,3115.0,1530.0,374.0,173.0,82.0,65.0,Ojamajo Doremi Sharp,Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
359,383,Galaxy Angel,800,"Comedy, Sci-Fi",Unknown,ギャラクシーエンジェル,TV,24,"Apr 8, 2001 to Sep 30, 2001",Spring 2001,"Bandai Visual, Broccoli, Studio Jack","Nozomi Entertainment, Bandai Entertainment",Madhouse,Game,13 min. per ep.,PG-13 - Teens 13 or older,3525,3343,23998,182,914,12598,1320,1562,7604,545.0,986.0,2144.0,3004.0,1770.0,1050.0,343.0,146.0,66.0,41.0,Galaxy Angel Z,Sequel,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
360,384,Gantz,800,"Action, Sci-Fi, Horror, Psychological, Supernatural, Drama, Ecchi",Gantz,ガンツ,TV,13,"Apr 13, 2004 to Jun 22, 2004",Spring 2004,Fuji TV,"ADV Films, Funimation",Gonzo,Manga,22 min. per ep.,R+ - Mild Nudity,3461,491,285300,2353,9722,181377,7381,14073,72747,11551.0,18443.0,32520.0,38335.0,21748.0,11143.0,7134.0,3471.0,2201.0,1830.0,Gantz 2nd Stage,Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
362,386,H2,800,"Comedy, Sports, Romance, Shounen",Unknown,Ｈ２[エイチ・ツー],TV,41,"Jun 1, 1995 to Mar 21, 1996",Summer 1995,Asahi Broadcasting,Unknown,Production Reed,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2499,5425,7721,24,465,3394,424,362,3076,167.0,305.0,738.0,900.0,420.0,173.0,43.0,21.0,10.0,13.0,H2O: Footprints in the Sand,Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
372,396,Seikai no Senki,800,"Action, Military, Romance, Sci-Fi, Space",Banner of the Stars,星界の戦旗,TV,13,"Apr 14, 2000 to Jul 14, 2000",Spring 2000,"Bandai Visual, WOWOW","Funimation, Bandai Entertainment",Sunrise,Light novel,25 min. per ep.,PG-13 - Teens 13 or older,987,3069,28349,261,1027,16557,769,592,9404,1322.0,2347.0,3931.0,3142.0,1188.0,523.0,187.0,69.0,29.0,29.0,Seikai no Senki II,Sequel,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
379,403,Hanaukyou Maid-tai,700,"Comedy, Ecchi, Harem, Romance",Unknown,花右京メイド隊,TV,12,"Apr 12, 2001 to Jun 28, 2001",Spring 2001,m.o.e.,Unknown,Daume,Manga,14 min. per ep.,R+ - Mild Nudity,5297,3143,27191,43,1113,17078,789,1164,7047,600.0,859.0,1836.0,3374.0,2691.0,1590.0,712.0,294.0,162.0,89.0,Hanaukyou Maid-tai: La Verite,Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
382,406,Buzzer Beater,700,"Shounen, Sports",Unknown,BUZZER BEATER,TV,13,"Feb 5, 2005 to Apr 30, 2005",Winter 2005,Unknown,Unknown,TMS Entertainment,Web manga,25 min. per ep.,PG-13 - Teens 13 or older,5558,4474,12576,13,413,7603,396,771,3393,233.0,364.0,909.0,1535.0,1266.0,691.0,346.0,151.0,71.0,75.0,Buzzer Beater 2nd Season,Sequel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
428,457,Mushishi,900,"Adventure, Slice of Life, Mystery, Historical, Supernatural, Fantasy, Seinen",Mushi-Shi,蟲師,TV,26,"Oct 23, 2005 to Jun 19, 2006",Fall 2005,"Avex Entertainment, Marvelous, SKY Perfect Well Think, Delfi Sound",Funimation,Artland,Manga,25 min. per ep.,PG-13 - Teens 13 or older,45,167,620736,23066,55482,235371,42786,20017,267080,65961.0,64493.0,51656.0,24255.0,8603.0,4064.0,1486.0,573.0,301.0,760.0,Mushishi Zoku Shou,Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
443,472,To Heart,700,"Drama, Harem, Romance, School, Slice of Life",To Heart,トゥハート,TV,13,"Apr 2, 1999 to Jun 25, 1999",Spring 1999,KSS,Nozomi Entertainment,OLM,Visual novel,25 min. per ep.,PG - Children,5397,3436,22561,43,893,10962,895,1167,8644,351.0,512.0,1401.0,2454.0,1849.0,1206.0,503.0,169.0,102.0,66.0,To Heart 2,Sequel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
475,508,Tottoko Hamtarou,700,"Adventure, Comedy, Kids",Hamtaro,とっとこハム太郎,TV,296,"Jul 7, 2000 to Mar 31, 2006",Summer 2000,"TV Tokyo, Shogakukan-Shueisha Productions, Half H.P Studio",VIZ Media,TMS Entertainment,Manga,25 min. per ep.,G - All Ages,3758,2359,46407,239,1810,24527,3994,9812,6264,2097.0,1795.0,3745.0,6509.0,4994.0,3043.0,922.0,414.0,213.0,184.0,Tottoko Hamtarou Hai!,Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
485,518,Mahou no Princess Minky Momo,700,"Magic, Shoujo",Magical Princess Minky Momo,魔法のプリンセス　ミンキーモモ,TV,63,"Mar 18, 1982 to May 26, 1983",Spring 1982,Unknown,Unknown,Production Reed,Original,23 min. per ep.,G - All Ages,4716,6164,5625,20,301,1871,322,346,2785,103.0,104.0,222.0,421.0,345.0,188.0,58.0,26.0,11.0,13.0,Mahou no Princess Minky Momo: Yume wo Dakishimete,Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
488,521,Mermaid Melody Pichi Pichi Pitch,800,"Adventure, Music, Comedy, Magic, Romance, Shoujo",Mermaid Melody:Pichi Pichi Pitch,マーメイドメロディー ぴちぴちピッチ,TV,52,"Apr 5, 2003 to Mar 27, 2004",Spring 2003,Synergy Japan,ADV Films,"Actas, SynergySP",Manga,24 min. per ep.,PG - Children,3499,2024,59222,850,2294,42456,2485,3990,7997,3161.0,3191.0,5599.0,8411.0,5686.0,3357.0,1159.0,495.0,324.0,229.0,Mermaid Melody Pichi Pichi Pitch Pure,Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
492,525,Otogizoushi,700,"Adventure, Drama, Fantasy, Historical",Otogi Zoshi:The Legend of Magatama,お伽草子,TV,26,"Jul 7, 2004 to Mar 30, 2005",Summer 2004,"VAP, Nippon Television Network",Media Blasters,Production I.G,Original,23 min. per ep.,PG-13 - Teens 13 or older,3711,4143,15131,45,801,4203,876,940,8311,189.0,338.0,877.0,1171.0,765.0,409.0,157.0,57.0,22.0,27.0,Hanyou no Yashahime: Sengoku Otogizoushi,Sequel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
494,527,Pokemon,800,"Action, Adventure, Comedy, Kids, Fantasy",Pokémon,ポケットモンスター,TV,276,"Apr 1, 1997 to Nov 14, 2002",Spring 1997,"TV Tokyo, TV Tokyo Music, Studio Jack","VIZ Media, 4Kids Entertainment",OLM,Game,24 min. per ep.,PG - Children,2144,277,464779,4940,30707,339007,28608,47875,18582,34911.0,33357.0,64105.0,85456.0,46215.0,23633.0,6723.0,2616.0,1256.0,1146.0,Pokemon Advanced Generation,Sequel,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
497,530,Bishoujo Senshi Sailor Moon,800,"Demons, Magic, Romance, Shoujo",Sailor Moon,美少女戦士セーラームーン,TV,46,"Mar 7, 1992 to Feb 27, 1993",Spring 1992,TV Asahi,"ADV Films, VIZ Media, DiC Entertainment",Toei Animation,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1070,514,278409,9310,22531,178544,17108,13393,46833,22985.0,21621.0,33704.0,37624.0,16968.0,7932.0,2246.0,778.0,531.0,524.0,Bishoujo Senshi Sailor Moon S,Sequel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
501,534,Slayers,800,"Adventure, Comedy, Demons, Magic, Fantasy",Slayers,スレイヤーズ,TV,26,"Apr 7, 1995 to Sep 29, 1995",Spring 1995,"J.C.Staff, TV Tokyo, SoftX, TV Tokyo Music","Funimation, Central Park Media, Enoki Films",E&G Films,Light novel,22 min. per ep.,PG-13 - Teens 13 or older,905,1241,116837,1948,5370,68326,5498,4375,33268,6009.0,9445.0,16125.0,14168.0,5217.0,2170.0,614.0,214.0,86.0,109.0,Slayers Next,Sequel,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
